List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Fiction,2020-03-08,AMERICAN DIRT,Jeanine Cummins,5,2,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-03-08,WHERE THE CRAWDADS SING,Delia Owens,76,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-03-08,LITTLE FIRES EVERYWHERE,Celeste Ng,54,4,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-03-08,CHASING CASSANDRA,Lisa Kleypas,1,5,Avon,0062371959,9780062371959,The sixth book in the Ravenels series. Cassandra teaches a railway magnate a lesson.
Combined Print and E-Book Fiction,2020-03-08,THE SILENT PATIENT,Alex Michaelides,23,6,Celadon,1250301718,9781250301710,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-03-08,GOLDEN IN DEATH,JD Robb,3,7,St. Martin's,None,9781250207210,The 50th book of the In Death series. Eve Dallas seeks the sender of packages that give off toxic airborne fumes.
Combined Print and E-Book Fiction,2020-03-08,THE DUTCH HOUSE,Ann Patchett,22,8,Harper,0062963694,9780062963697,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
Combined Print and E-Book Fiction,2020-03-08,THE GIVER OF STARS,Jojo Moyes,18,9,Pamela Dorman/Viking,0399562508,9780399562501,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books."
Combined Print and E-Book Fiction,2020-03-08,THE TATTOOIST OF AUSCHWITZ,Heather Morris,65,10,Harper,0062797158,9780062797155,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
Combined Print and E-Book Fiction,2020-03-08,THE GUARDIANS,John Grisham,19,11,Doubleday,None,9780385544191,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case."
Combined Print and E-Book Fiction,2020-03-08,THE OTHER MRS.,Mary Kubica,1,12,Park Row,148809960X,9781488099601,A Chicago couple becomes unsettled when they move to an old house in Maine and their new neighbor turns up dead.
Combined Print and E-Book Fiction,2020-03-08,THE OUTSIDER,Stephen King,17,13,Scribner,None,9781982148249,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.
Combined Print and E-Book Fiction,2020-03-08,SUCH A FUN AGE,Kiley Reid,8,14,Putnam,052554190X,9780525541905,Tumult ensues when Alix Chamberlain’s babysitter is mistakenly accused of kidnapping her charge.
Combined Print and E-Book Fiction,2020-03-08,A LONG PETAL OF THE SEA,Isabel Allende,3,15,Ballantine,198482015X,9781984820150,A young pregnant widow and an Army doctor take a ship to Chile to escape the aftermath of the Spanish Civil War.
Combined Print and E-Book Fiction,2020-03-15,BLINDSIDE,James Patterson and James O Born,1,1,"Little, Brown",None,9780316529563,The 12th book in the Michael Bennett series. A serial-killing spree might impact national security.
Combined Print and E-Book Fiction,2020-03-15,THE WARSAW PROTOCOL,Steve Berry,1,2,Minotaur,1250140315,9781250140319,The 15th book in the Cotton Malone series. The balance of power in Europe is imperiled.
Combined Print and E-Book Fiction,2020-03-15,AMERICAN DIRT,Jeanine Cummins,6,3,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-03-15,WHERE THE CRAWDADS SING,Delia Owens,77,4,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-03-15,LITTLE FIRES EVERYWHERE,Celeste Ng,55,5,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-03-15,COCONUT LAYER CAKE MURDER,Joanne Fluke,1,6,Kensington,None,9781496718914,The bakery owner Hannah Swensen’s sister’s boyfriend is accused of murder.
Combined Print and E-Book Fiction,2020-03-15,THE LAST WISH,Andrzej Sapkowski,9,7,Orbit,0316055085,9780316055086,"Linked stories follow the exploits of Geralt of Rivia, a monster-slaying mercenary."
Combined Print and E-Book Fiction,2020-03-15,THE SILENT PATIENT,Alex Michaelides,24,8,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-03-15,THE DUTCH HOUSE,Ann Patchett,23,9,Harper,0062963694,9780062963697,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
Combined Print and E-Book Fiction,2020-03-15,THE GIVER OF STARS,Jojo Moyes,19,10,Pamela Dorman/Viking,0399562508,9780399562501,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books."
Combined Print and E-Book Fiction,2020-03-15,GOLDEN IN DEATH,JD Robb,4,11,St. Martin's,None,9781250207210,The 50th book of the In Death series. Eve Dallas seeks the sender of packages that give off toxic airborne fumes.
Combined Print and E-Book Fiction,2020-03-15,THE TATTOOIST OF AUSCHWITZ,Heather Morris,66,12,Harper,0062797158,9780062797155,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
Combined Print and E-Book Fiction,2020-03-15,SUCH A FUN AGE,Kiley Reid,9,13,Putnam,052554190X,9780525541905,Tumult ensues when Alix Chamberlain’s babysitter is mistakenly accused of kidnapping her charge.
Combined Print and E-Book Fiction,2020-03-15,THE OUTSIDER,Stephen King,18,14,Scribner,None,9781982148249,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.
Combined Print and E-Book Fiction,2020-03-15,CHASING CASSANDRA,Lisa Kleypas,2,15,Avon,0062371940,9780062371942,The sixth book in the Ravenels series. Cassandra teaches a railway magnate a lesson.
Combined Print and E-Book Fiction,2020-03-22,HOUSE OF EARTH AND BLOOD,Sarah J Maas,1,1,Bloomsbury,1635574048,9781635574043,Passion arises between Bryce Quinlan and Hunt Athalar as they seek to avenge the deaths of Bryce’s friends.
Combined Print and E-Book Fiction,2020-03-22,LONG RANGE,CJ Box,1,2,Putnam,0525538240,9780525538240,The 20th book in the Joe Pickett series. A grizzly bear attack and an attempted assassination of a local judge baffle the Wyoming game warden.
Combined Print and E-Book Fiction,2020-03-22,THE NUMBERS GAME,Danielle Steel,1,3,Delacorte,0399179577,9780399179570,An affair wrecks a marriage and a daughter seeks to get out from her family’s shadow while old dreams and new love are pursued.
Combined Print and E-Book Fiction,2020-03-22,AMERICAN DIRT,Jeanine Cummins,7,4,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-03-22,WHERE THE CRAWDADS SING,Delia Owens,78,5,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-03-22,BLINDSIDE,James Patterson and James O Born,2,6,"Little, Brown",0316420336,9780316420334,The 12th book in the Michael Bennett series. A serial-killing spree might impact national security.
Combined Print and E-Book Fiction,2020-03-22,LETHAL GAME,Christine Feehan,1,7,Berkley,059309977X,9780593099773,"The 16th book in the GhostWalker series. When Amaryllis is endangered, Malichai’s true identity risks being exposed."
Combined Print and E-Book Fiction,2020-03-22,LITTLE FIRES EVERYWHERE,Celeste Ng,56,8,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-03-22,YOU ARE NOT ALONE,Greer Hendricks and Sarah Pekkanen,1,9,St. Martin's,1250202035,9781250202031,Shay Miller’s bad luck may get even worse when she meets a pair of sisters who always get what they want.
Combined Print and E-Book Fiction,2020-03-22,TRACE ELEMENTS,Donna Leon,1,10,Atlantic Monthly,None,9780802148698,The 29th novel in the Commissario Guido Brunetti series. Circumstances around a motorcycle accident reveal that Venice’s water supply might be at risk.
Combined Print and E-Book Fiction,2020-03-22,THE SILENT PATIENT,Alex Michaelides,25,11,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-03-22,WRITERS & LOVERS,Lily King,1,12,Grove,0802148530,9780802148537,Casey Peabody goes through a big life transition as she tries to maintain a creative life.
Combined Print and E-Book Fiction,2020-03-22,THE JETSETTERS,Amanda Eyre Ward,1,13,Ballantine,0399181903,9780399181900,Old pains are unpacked as the fractured Perkins family goes on a trip through Europe.
Combined Print and E-Book Fiction,2020-03-22,THE DUTCH HOUSE,Ann Patchett,24,14,Harper,0062963694,9780062963697,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
Combined Print and E-Book Fiction,2020-03-22,NORMAL PEOPLE,Sally Rooney,2,15,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-03-29,THE MIRROR & THE LIGHT,Hilary Mantel,1,1,Holt,0805096604,9780805096606,"The third book in the Wolf Hall trilogy. After Anne Boleyn’s execution, Thomas Cromwell’s enemies assemble."
Combined Print and E-Book Fiction,2020-03-29,JOURNEY OF THE PHARAOHS,Clive Cussler and Graham Brown,1,2,Putnam,0593083091,9780593083093,The 17th book of the NUMA Files series. The NUMA squad teams with British MI5 to stop arms dealers from stealing ancient relics.
Combined Print and E-Book Fiction,2020-03-29,WHERE THE CRAWDADS SING,Delia Owens,79,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-03-29,AMERICAN DIRT,Jeanine Cummins,8,4,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-03-29,LITTLE FIRES EVERYWHERE,Celeste Ng,57,5,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-03-29,LONG RANGE,CJ Box,2,6,Putnam,0525538232,9780525538233,The 20th book in the Joe Pickett series. A grizzly bear attack and an attempted assassination of a local judge baffle the Wyoming game warden.
Combined Print and E-Book Fiction,2020-03-29,MY DARK VANESSA,Kate Elizabeth Russell,1,7,Morrow,006294150X,9780062941503,A woman re-evaluates the relationship she had at age 15 with her 42-year-old English teacher 17 years ago.
Combined Print and E-Book Fiction,2020-03-29,A GOOD NEIGHBORHOOD,Therese Anne Fowler,1,8,St. Martin's,1250237270,9781250237279,A property line and a teenage romance strain relations between two North Carolina families.
Combined Print and E-Book Fiction,2020-03-29,HOUSE OF EARTH AND BLOOD,Sarah J Maas,2,9,Bloomsbury,1635574048,9781635574043,Passion arises between Bryce Quinlan and Hunt Athalar as they seek to avenge the deaths of Bryce’s friends.
Combined Print and E-Book Fiction,2020-03-29,IN FIVE YEARS,Rebecca Serle,1,10,Atria,1982137444,9781982137441,A Manhattan lawyer finds herself confronting a vision she had when elements of it come to life on schedule.
Combined Print and E-Book Fiction,2020-03-29,BLINDSIDE,James Patterson and James O Born,3,11,"Little, Brown",0316420336,9780316420334,The 12th book in the Michael Bennett series. A serial-killing spree might impact national security.
Combined Print and E-Book Fiction,2020-03-29,THE NUMBERS GAME,Danielle Steel,2,12,Delacorte,0399179569,9780399179563,An affair wrecks a marriage and a daughter seeks to get out from her family’s shadow while old dreams and new love are pursued.
Combined Print and E-Book Fiction,2020-03-29,THE SILENT PATIENT,Alex Michaelides,26,13,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-03-29,THE TATTOOIST OF AUSCHWITZ,Heather Morris,67,14,Harper,0062797158,9780062797155,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
Combined Print and E-Book Fiction,2020-03-29,THE GIVER OF STARS,Jojo Moyes,20,15,Pamela Dorman/Viking,0399562508,9780399562501,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books."
Combined Print and E-Book Fiction,2020-04-05,THE BOY FROM THE WOODS,Harlan Coben,1,1,Grand Central,None,9781538748169,"When a girl goes missing, a private investigator’s feral childhood becomes an asset in the search."
Combined Print and E-Book Fiction,2020-04-05,LITTLE FIRES EVERYWHERE,Celeste Ng,58,2,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-04-05,SMOKE BITTEN,Patricia Briggs,1,3,Ace,0440001560,9780440001560,The 12th book in the Mercy Thompson series. The car mechanic who has the ability to turn into a coyote takes on a deadly foe.
Combined Print and E-Book Fiction,2020-04-05,WHERE THE CRAWDADS SING,Delia Owens,80,4,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-04-05,HIT LIST,Stuart Woods,1,5,Putnam,0593083245,9780593083246,The 53rd book in the Stone Barrington series. The former N.Y.P.D. detective takes it upon himself to get the target off his back.
Combined Print and E-Book Fiction,2020-04-05,AMERICAN DIRT,Jeanine Cummins,9,6,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-04-05,IN FIVE YEARS,Rebecca Serle,2,7,Atria,1982137460,9781982137465,A Manhattan lawyer finds herself confronting a vision she had when elements of it come to life on schedule.
Combined Print and E-Book Fiction,2020-04-05,THE MIRROR & THE LIGHT,Hilary Mantel,2,8,Holt,0805096604,9780805096606,"The third book in the Wolf Hall trilogy. After Anne Boleyn’s execution, Thomas Cromwell’s enemies assemble."
Combined Print and E-Book Fiction,2020-04-05,STAR WARS: THE RISE OF SKYWALKER,Rae Carson,1,9,Del Rey,0593128400,9780593128404,The Resistance goes on a new adventure as word of the re-emergence of Emperor Palpatine is sent across the galaxy.
Combined Print and E-Book Fiction,2020-04-05,A CONSPIRACY OF BONES,Kathy Reichs,1,10,Scribner,1982138904,9781982138905,The 19th book in the Temperance Brennan series. The forensic anthropologist seeks the identity of a corpse missing its face and hands.
Combined Print and E-Book Fiction,2020-04-05,BLINDSIDE,James Patterson and James O Born,4,11,"Little, Brown",0316420336,9780316420334,The 12th book in the Michael Bennett series. A serial-killing spree might impact national security.
Combined Print and E-Book Fiction,2020-04-05,LONG RANGE,CJ Box,3,12,Putnam,0525538240,9780525538240,The 20th book in the Joe Pickett series. A grizzly bear attack and an attempted assassination of a local judge baffle the Wyoming game warden.
Combined Print and E-Book Fiction,2020-04-05,THE SILENT PATIENT,Alex Michaelides,27,13,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-04-05,JOURNEY OF THE PHARAOHS,Clive Cussler and Graham Brown,2,14,Putnam,0593083083,9780593083086,The 17th book of the NUMA Files series. The NUMA squad teams with British MI5 to stop arms dealers from stealing ancient relics.
Combined Print and E-Book Fiction,2020-04-05,THE TATTOOIST OF AUSCHWITZ,Heather Morris,68,15,Harper,0062797158,9780062797155,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
Combined Print and E-Book Fiction,2020-04-12,LITTLE FIRES EVERYWHERE,Celeste Ng,59,1,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-04-12,WHERE THE CRAWDADS SING,Delia Owens,81,2,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-04-12,THE BOY FROM THE WOODS,Harlan Coben,2,3,Grand Central,1538748142,9781538748145,"When a girl goes missing, a private investigator’s feral childhood becomes an asset in the search."
Combined Print and E-Book Fiction,2020-04-12,THE SINNER,JR Ward,1,4,Gallery,1501195093,9781501195099,The 18th book in the Black Dagger Brotherhood series. Jo Early is attracted to a potentially dangerous stranger.
Combined Print and E-Book Fiction,2020-04-12,THE LAST ODYSSEY,James Rollins,1,5,Morrow,0062892894,9780062892898,The 15th book in the Sigma Force series. Catastrophic dangers might be set in motion when a medieval ship is discovered in Greenland.
Combined Print and E-Book Fiction,2020-04-12,IN FIVE YEARS,Rebecca Serle,3,6,Atria,1982137444,9781982137441,A Manhattan lawyer finds herself confronting a vision she had when elements of it come to life on schedule.
Combined Print and E-Book Fiction,2020-04-12,AMERICAN DIRT,Jeanine Cummins,10,7,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-04-12,THE GLASS HOTEL,Emily St John Mandel,1,8,Knopf,0525521143,9780525521143,"Years after an international Ponzi scheme falls apart, one of its victims investigates the disappearance of a woman from a container ship."
Combined Print and E-Book Fiction,2020-04-12,THEN SHE WAS GONE,Lisa Jewell,2,9,Atria,1501154656,9781501154652,"Ten years after her daughter disappears, a woman tries to get her life in order but remains haunted by unanswered questions."
Combined Print and E-Book Fiction,2020-04-12,THE SILENT PATIENT,Alex Michaelides,28,10,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-04-12,THE TATTOOIST OF AUSCHWITZ,Heather Morris,69,11,Harper,0062797158,9780062797155,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
Combined Print and E-Book Fiction,2020-04-12,THE MIRROR & THE LIGHT,Hilary Mantel,3,12,Holt,0805096604,9780805096606,"The third book in the Wolf Hall trilogy. After Anne Boleyn’s execution, Thomas Cromwell’s enemies assemble."
Combined Print and E-Book Fiction,2020-04-12,THE CITY WE BECAME,NK Jemisin,1,13,Orbit,0316509841,9780316509848,People from different walks of life in New York City receive messages through various senses.
Combined Print and E-Book Fiction,2020-04-12,LONG RANGE,CJ Box,4,14,Putnam,0525538232,9780525538233,The 20th book in the Joe Pickett series. A grizzly bear attack and an attempted assassination of a local judge baffle the Wyoming game warden.
Combined Print and E-Book Fiction,2020-04-12,THE DUTCH HOUSE,Ann Patchett,25,15,Harper,0062963678,9780062963673,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
Combined Print and E-Book Fiction,2020-04-19,LITTLE FIRES EVERYWHERE,Celeste Ng,60,1,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-04-19,WHERE THE CRAWDADS SING,Delia Owens,82,2,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-04-19,VALENTINE,Elizabeth Wetmore,1,3,Harper,0062913263,9780062913265,A Texas town on the verge of an oil boom in 1976 becomes divided when a teenage girl is brutally attacked.
Combined Print and E-Book Fiction,2020-04-19,TEXAS OUTLAW,James Patterson and Andrew Bourelle,1,4,"Little, Brown",0316428183,9780316428187,A Texas Ranger goes to a small town to investigate whether an accidental death was actually a murder.
Combined Print and E-Book Fiction,2020-04-19,THE BOY FROM THE WOODS,Harlan Coben,3,5,Grand Central,None,9781538748169,"When a girl goes missing, a private investigator’s feral childhood becomes an asset in the search."
Combined Print and E-Book Fiction,2020-04-19,AMERICAN DIRT,Jeanine Cummins,11,6,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-04-19,THE SILENT PATIENT,Alex Michaelides,29,7,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-04-19,THE GIVER OF STARS,Jojo Moyes,21,8,Pamela Dorman/Viking,0399562486,9780399562488,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books."
Combined Print and E-Book Fiction,2020-04-19,IN FIVE YEARS,Rebecca Serle,4,9,Atria,1982137460,9781982137465,A Manhattan lawyer finds herself confronting a vision she had when elements of it come to life on schedule.
Combined Print and E-Book Fiction,2020-04-19,THE DUTCH HOUSE,Ann Patchett,26,10,Harper,0062963694,9780062963697,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
Combined Print and E-Book Fiction,2020-04-19,THE GLASS HOTEL,Emily St John Mandel,2,11,Knopf,0525521143,9780525521143,"Years after an international Ponzi scheme falls apart, one of its victims investigates the disappearance of a woman from a container ship."
Combined Print and E-Book Fiction,2020-04-19,NORMAL PEOPLE,Sally Rooney,3,12,Hogarth,1984822187,9781984822185,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
Combined Print and E-Book Fiction,2020-04-19,THE MIRROR & THE LIGHT,Hilary Mantel,4,13,Holt,0805096604,9780805096606,"The third book in the Wolf Hall trilogy. After Anne Boleyn’s execution, Thomas Cromwell’s enemies assemble."
Combined Print and E-Book Fiction,2020-04-19,FATE,Helen Hardt,1,14,Waterhouse,,9781642632217,The 13th book in the Steel Brothers Saga.
Combined Print and E-Book Fiction,2020-04-19,THE NIGHT WATCHMAN,Louise Erdrich,1,15,Harper,0062671189,9780062671189,"As a bill that may hurt the rights of Native Americans goes to Congress in 1953, domestic issues arise for plant workers near the Turtle Mountain Reservation in North Dakota."
Combined Print and E-Book Fiction,2020-04-26,LITTLE FIRES EVERYWHERE,Celeste Ng,61,1,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-04-26,WHERE THE CRAWDADS SING,Delia Owens,83,2,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-04-26,AMERICAN DIRT,Jeanine Cummins,12,3,Flatiron,None,9781250209771,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-04-26,THE BOY FROM THE WOODS,Harlan Coben,4,4,Grand Central,None,9781538748169,"When a girl goes missing, a private investigator’s feral childhood becomes an asset in the search."
Combined Print and E-Book Fiction,2020-04-26,REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,1,5,Knopf,0525658424,9780525658429,Micah Mortimer’s orderly existence is thrown off kilter when his partner faces eviction and a teenager claims to be his son.
Combined Print and E-Book Fiction,2020-04-26,REVENGE,James Patterson and Andrew Holmes,1,6,Grand Central,1538700727,9781538700723,A former member of the British Special Air Service looks into the death of a young woman in London at her parent’s urging.
Combined Print and E-Book Fiction,2020-04-26,THE SILENT PATIENT,Alex Michaelides,30,7,Celadon,1250301718,9781250301710,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-04-26,THE WOMAN IN THE WINDOW,AJ Finn,27,8,Morrow,0062678426,9780062678423,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.
Combined Print and E-Book Fiction,2020-04-26,EVERYTHING I NEVER TOLD YOU,Celeste Ng,2,9,Penguin,0143127551,9780143127550,"Lydia, bearing the hopes of a Chinese-American family in 1970s Ohio, ends up at the bottom of a lake."
Combined Print and E-Book Fiction,2020-04-26,THE BOOK OF LOST FRIENDS,Lisa Wingate,1,10,Ballantine,None,9781984819895,The stories of three women struggling to get from Louisiana to Texas during Reconstruction are discovered by a first-year teacher living a century later.
Combined Print and E-Book Fiction,2020-04-26,THE GIVER OF STARS,Jojo Moyes,22,11,Pamela Dorman/Viking,0399562508,9780399562501,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books."
Combined Print and E-Book Fiction,2020-04-26,THE GLASS HOTEL,Emily St John Mandel,3,12,Knopf,0525521143,9780525521143,"Years after an international Ponzi scheme falls apart, one of its victims investigates the disappearance of a woman from a container ship."
Combined Print and E-Book Fiction,2020-04-26,THE DUTCH HOUSE,Ann Patchett,27,13,Harper,0062963694,9780062963697,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
Combined Print and E-Book Fiction,2020-04-26,VALENTINE,Elizabeth Wetmore,2,14,Harper,0062913263,9780062913265,A Texas town on the verge of an oil boom in 1976 becomes divided when a teenage girl is brutally attacked.
Combined Print and E-Book Fiction,2020-04-26,TEXAS OUTLAW,James Patterson and Andrew Bourelle,2,15,"Little, Brown",0316428167,9780316428163,A Texas Ranger goes to a small town to investigate whether an accidental death was actually a murder.
Combined Print and E-Book Fiction,2020-05-03,MASKED PREY,John Sandford,1,1,Putnam,None,9780525539537,The 30th book in the Prey series. Washington politicians ask Lucas Davenport to look into someone who is targeting their children.
Combined Print and E-Book Fiction,2020-05-03,LITTLE FIRES EVERYWHERE,Celeste Ng,62,2,Penguin Press,0735224315,9780735224315,An artist upends a quiet town outside Cleveland.
Combined Print and E-Book Fiction,2020-05-03,WHERE THE CRAWDADS SING,Delia Owens,84,3,Putnam,0735219095,9780735219090,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
Combined Print and E-Book Fiction,2020-05-03,AMERICAN DIRT,Jeanine Cummins,13,4,Flatiron,1250209765,9781250209764,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.
Combined Print and E-Book Fiction,2020-05-03,THE SILENT PATIENT,Alex Michaelides,31,5,Celadon,1250301696,9781250301697,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
Combined Print and E-Book Fiction,2020-05-03,THE LAST EMPEROX,John Scalzi,1,6,Tor,0765389177,9780765389176,"The third book in the Interdependency series. As an interstellar pathway collapses, Emperox Grayland II fights to save humanity."
Combined Print and E-Book Fiction,2020-05-03,THE BOY FROM THE WOODS,Harlan Coben,5,7,Grand Central,1538748142,9781538748145,"When a girl goes missing, a private investigator’s feral childhood becomes an asset in the search."
Combined Print and E-Book Fiction,2020-05-03,THE WOMAN IN THE WINDOW,AJ Finn,28,8,Morrow,0062678426,9780062678423,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.
Combined Print and E-Book Fiction,2020-05-03,THE TATTOOIST OF AUSCHWITZ,Heather Morris,70,9,Harper,0062797166,9780062797162,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.
Combined Print and E-Book Fiction,2020-05-03,SAVAGE SON,Jack Carr,1,10,Emily Bestler/Atria,1982123729,9781982123727,The third book in the Terminal List series. The Russian mafia targets a former Navy SEAL who is recovering from brain surgery.
Combined Print and E-Book Fiction,2020-05-03,IN FIVE YEARS,Rebecca Serle,5,11,Atria,1982137460,9781982137465,A Manhattan lawyer finds herself confronting a vision she had when elements of it come to life on schedule.
Combined Print and E-Book Fiction,2020-05-03,THE GIVER OF STARS,Jojo Moyes,23,12,Pamela Dorman/Viking,0399562508,9780399562501,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books."
Combined Print and E-Book Fiction,2020-05-03,THE DUTCH HOUSE,Ann Patchett,28,13,Harper,0062963694,9780062963697,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
Combined Print and E-Book Fiction,2020-05-03,THE GLASS HOTEL,Emily St John Mandel,4,14,Knopf,0525521143,9780525521143,"Years after an international Ponzi scheme falls apart, one of its victims investigates the disappearance of a woman from a container ship."
Combined Print and E-Book Fiction,2020-05-03,REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,2,15,Knopf,0525658424,9780525658429,Micah Mortimer’s orderly existence is thrown off kilter when his partner faces eviction and a teenager claims to be his son.
Combined Print and E-Book Fiction,2020-05-10,WALK THE WIRE,David Baldacci,1,1,Grand Central,1538761505,9781538761502,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.
