List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Nonfiction,2020-07-12,BORN A CRIME,Trevor Noah,68,14,Spiegel & Grau,0399588191,9780399588198,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-07-12,BECOMING,Michelle Obama,82,15,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-07-19,THE ROOM WHERE IT HAPPENED,John Bolton,2,1,Simon & Schuster,1982148039,9781982148034,The former national security advisor gives his account of the 17 months he spent working for President Trump.
Combined Print and E-Book Nonfiction,2020-07-19,WHITE FRAGILITY,Robin DiAngelo,15,2,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-07-19,HOW TO BE AN ANTIRACIST,Ibram X Kendi,10,3,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-07-19,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,4,Bold Type,1568585985,9781568585987,Winner of the 2016 National Book Award for nonfiction. A look at anti-Black racist ideas and their effect on the course of American history.
Combined Print and E-Book Nonfiction,2020-07-19,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,7,5,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-07-19,UNTAMED,Glennon Doyle,17,6,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-07-19,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,68,7,Spiegel & Grau,0812993543,9780812993547,"Winner of the 2015 National Book Award for nonfiction. A meditation on race in America as well as a personal story, framed as a letter to the author's teenage son."
Combined Print and E-Book Nonfiction,2020-07-19,THE COLOR OF LAW,Richard Rothstein,5,8,Liveright,1631494538,9781631494536,An examination of the ways in which the government caused residential segregation through racial zoning and other systemic practices.
Combined Print and E-Book Nonfiction,2020-07-19,BEGIN AGAIN,Eddie S Glaude Jr,1,9,Crown,0525575324,9780525575320,An appraisal of the life and work of James Baldwin and their meaning in relation to the Black Lives Matter movement and the Trump presidency.
Combined Print and E-Book Nonfiction,2020-07-19,JUST MERCY,Bryan Stevenson,36,10,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-07-19,THE SPLENDID AND THE VILE,Erik Larson,19,11,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-07-19,ME AND WHITE SUPREMACY,Layla F Saad,7,12,Sourcebooks,1728209803,9781728209807,Ways to understand and possibly counteract white privilege.
Combined Print and E-Book Nonfiction,2020-07-19,BORN A CRIME,Trevor Noah,69,13,Spiegel & Grau,0399588191,9780399588198,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-07-19,BECOMING,Michelle Obama,83,14,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-07-19,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,1,15,Vintage,0679763880,9780679763888,"An account of the Great Migration of 1915-70, in which nearly six million African-Americans abandoned the South."
Combined Print and E-Book Nonfiction,2020-07-26,THE ROOM WHERE IT HAPPENED,John Bolton,3,1,Simon & Schuster,1982148039,9781982148034,The former national security advisor gives his account of the 17 months he spent working for President Trump.
Combined Print and E-Book Nonfiction,2020-07-26,HOW TO BE AN ANTIRACIST,Ibram X Kendi,11,2,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-07-26,WHITE FRAGILITY,Robin DiAngelo,16,3,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-07-26,ALEXANDER HAMILTON,Ron Chernow,63,4,Penguin,0143034758,9780143034759,A biography of the first Treasury secretary. The basis of the Tony Award-winning Broadway musical.
Combined Print and E-Book Nonfiction,2020-07-26,ME AND WHITE SUPREMACY,Layla F Saad,8,5,Sourcebooks,1728209803,9781728209807,Ways to understand and possibly counteract white privilege.
Combined Print and E-Book Nonfiction,2020-07-26,UNTAMED,Glennon Doyle,18,6,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-07-26,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,8,7,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-07-26,THE COLOR OF LAW,Richard Rothstein,6,8,Liveright,1631494538,9781631494536,An examination of the ways in which the government caused residential segregation through racial zoning and other systemic practices.
Combined Print and E-Book Nonfiction,2020-07-26,STAMPED FROM THE BEGINNING,Ibram X Kendi,6,9,Bold Type,1568585985,9781568585987,Winner of the 2016 National Book Award for nonfiction. A look at anti-Black racist ideas and their effect on the course of American history.
Combined Print and E-Book Nonfiction,2020-07-26,SEPARATED,Jacob Soboroff,1,10,Custom House,0062992198,9780062992192,The NBC News correspondent examines the Trump administration’s systematic separation of migrant families at the U.S.-Mexico border and the living conditions of the children in custody.
Combined Print and E-Book Nonfiction,2020-07-26,BEGIN AGAIN,Eddie S Glaude Jr,2,11,Crown,0525575324,9780525575320,An appraisal of the life and work of James Baldwin and their meaning in relation to the Black Lives Matter movement and the Trump presidency.
Combined Print and E-Book Nonfiction,2020-07-26,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,69,12,Spiegel & Grau,0812993543,9780812993547,"Winner of the 2015 National Book Award for nonfiction. A meditation on race in America as well as a personal story, framed as a letter to the author's teenage son."
Combined Print and E-Book Nonfiction,2020-07-26,JUST MERCY,Bryan Stevenson,37,13,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-07-26,THE SPLENDID AND THE VILE,Erik Larson,20,14,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-07-26,BECOMING,Michelle Obama,84,15,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-08-02,TOO MUCH AND NEVER ENOUGH,Mary L Trump,1,1,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-08-02,WHITE FRAGILITY,Robin DiAngelo,17,2,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-08-02,HOW TO BE AN ANTIRACIST,Ibram X Kendi,12,3,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-08-02,THE ROOM WHERE IT HAPPENED,John Bolton,4,4,Simon & Schuster,1982148039,9781982148034,The former national security advisor gives his account of the 17 months he spent working for President Trump.
Combined Print and E-Book Nonfiction,2020-08-02,UNTAMED,Glennon Doyle,19,5,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-08-02,ALEXANDER HAMILTON,Ron Chernow,64,6,Penguin,0143034758,9780143034759,A biography of the first Treasury secretary. The basis of the Tony Award-winning Broadway musical.
Combined Print and E-Book Nonfiction,2020-08-02,BEGIN AGAIN,Eddie S Glaude Jr,3,7,Crown,0525575324,9780525575320,An appraisal of the life and work of James Baldwin and their meaning in relation to the Black Lives Matter movement and the Trump presidency.
Combined Print and E-Book Nonfiction,2020-08-02,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,9,8,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-08-02,THE COLOR OF LAW,Richard Rothstein,7,9,Liveright,1631494538,9781631494536,An examination of the ways in which the government caused residential segregation through racial zoning and other systemic practices.
Combined Print and E-Book Nonfiction,2020-08-02,THE SPLENDID AND THE VILE,Erik Larson,21,10,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-08-02,A VERY PUNCHABLE FACE,Colin Jost,1,11,Crown,1101906324,9781101906323,"Snippets of the “Saturday Night Live” head writer’s life including growing up on Staten Island, performing in rural college cafeterias and competing in a WrestleMania match."
Combined Print and E-Book Nonfiction,2020-08-02,THE NEW JIM CROW,Michelle Alexander,7,12,New Press,1620971933,9781620971932,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on Black men."
Combined Print and E-Book Nonfiction,2020-08-02,ME AND WHITE SUPREMACY,Layla F Saad,9,13,Sourcebooks,1728209803,9781728209807,Ways to understand and possibly counteract white privilege.
Combined Print and E-Book Nonfiction,2020-08-02,JUST MERCY,Bryan Stevenson,38,14,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-08-02,STAMPED FROM THE BEGINNING,Ibram X Kendi,7,15,Bold Type,1568585985,9781568585987,Winner of the 2016 National Book Award for nonfiction. A look at anti-Black racist ideas and their effect on the course of American history.
Combined Print and E-Book Nonfiction,2020-08-09,TOO MUCH AND NEVER ENOUGH,Mary L Trump,2,1,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-08-09,THE ANSWER IS ...,Alex Trebek,1,2,Simon & Schuster,1982157992,9781982157999,Who is the Canadian-American who got his break on American TV by hosting the game show “The Wizard of Odds” and whose pronunciation of the word “genre” has been shared widely on social media?
Combined Print and E-Book Nonfiction,2020-08-09,WHITE FRAGILITY,Robin DiAngelo,18,3,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-08-09,HOW TO DESTROY AMERICA IN THREE EASY STEPS,Ben Shapiro,1,4,Broadside,006300187X,9780063001879,"The conservative commentator describes what he perceives as threats to American history, ideals and culture."
Combined Print and E-Book Nonfiction,2020-08-09,HOW TO BE AN ANTIRACIST,Ibram X Kendi,13,5,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-08-09,THE ROOM WHERE IT HAPPENED,John Bolton,5,6,Simon & Schuster,1982148039,9781982148034,The former national security advisor gives his account of the 17 months he spent working for President Trump.
Combined Print and E-Book Nonfiction,2020-08-09,UNTAMED,Glennon Doyle,20,7,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-08-09,ON TYRANNY,Timothy Snyder,22,8,Tim Duggan,0804190119,9780804190114,Twenty lessons from the 20th century about the course of tyranny.
Combined Print and E-Book Nonfiction,2020-08-09,BEGIN AGAIN,Eddie S Glaude Jr,4,9,Crown,0525575324,9780525575320,An appraisal of the life and work of James Baldwin and their meaning in relation to the Black Lives Matter movement and the Trump presidency.
Combined Print and E-Book Nonfiction,2020-08-09,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,10,10,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-08-09,TWILIGHT OF DEMOCRACY,Anne Applebaum,1,11,Doubleday,0385545800,9780385545808,The Pulitzer Prize–winning historian looks at the rise of nationalism and authoritarianism around the world.
Combined Print and E-Book Nonfiction,2020-08-09,THE SPLENDID AND THE VILE,Erik Larson,22,12,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-08-09,EDUCATED,Tara Westover,120,13,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-08-09,WALKING WITH THE WIND,John Lewis and Michael D'Orso,1,14,Simon & Schuster,1476797714,9781476797717,A memoir by the recently deceased leader in the American civil rights movement and representative for Georgia’s Fifth Congressional District.
Combined Print and E-Book Nonfiction,2020-08-09,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,15,Bold Type,1568585985,9781568585987,Winner of the 2016 National Book Award for nonfiction. A look at anti-Black racist ideas and their effect on the course of American history.
Combined Print and E-Book Nonfiction,2020-08-16,TOO MUCH AND NEVER ENOUGH,Mary L Trump,3,1,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-08-16,WHITE FRAGILITY,Robin DiAngelo,19,2,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-08-16,ON TYRANNY,Timothy Snyder,23,3,Tim Duggan,0804190119,9780804190114,Twenty lessons from the 20th century about the course of tyranny.
Combined Print and E-Book Nonfiction,2020-08-16,HOW TO BE AN ANTIRACIST,Ibram X Kendi,14,4,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-08-16,UNTAMED,Glennon Doyle,21,5,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-08-16,THE ANSWER IS ...,Alex Trebek,2,6,Simon & Schuster,1982157992,9781982157999,Who is the Canadian-American game show host whose pronunciation of the word “genre” has been shared widely on social media?
Combined Print and E-Book Nonfiction,2020-08-16,BEGIN AGAIN,Eddie S Glaude Jr,5,7,Crown,0525575324,9780525575320,An appraisal of the life and work of James Baldwin and their meaning in relation to the Black Lives Matter movement and the Trump presidency.
Combined Print and E-Book Nonfiction,2020-08-16,HOW TO DESTROY AMERICA IN THREE EASY STEPS,Ben Shapiro,2,8,Broadside,006300187X,9780063001879,"The conservative commentator describes what he perceives as threats to American history, ideals and culture."
Combined Print and E-Book Nonfiction,2020-08-16,THE ROOM WHERE IT HAPPENED,John Bolton,6,9,Simon & Schuster,1982148039,9781982148034,The former national security advisor gives his account of the 17 months he spent working for President Trump.
Combined Print and E-Book Nonfiction,2020-08-16,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,11,10,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-08-16,INTIMATIONS,Zadie Smith,1,11,Penguin,059329761X,9780593297612,"Six essays exploring topics, such as isolation, compassion and the relationship between time and work, which were considered during an unprecedented situation."
Combined Print and E-Book Nonfiction,2020-08-16,BREATH,James Nestor,2,12,Riverhead,0735213615,9780735213616,A re-examination of a basic biological function and a look at the science behind ancient breathing practices.
Combined Print and E-Book Nonfiction,2020-08-16,I'LL BE GONE IN THE DARK,Michelle McNamara,16,13,Harper,0062319795,9780062319791,"The late true-crime journalist's search for the serial murderer and rapist known as ""the Golden State Killer."""
Combined Print and E-Book Nonfiction,2020-08-16,EDUCATED,Tara Westover,121,14,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-08-16,THE SPLENDID AND THE VILE,Erik Larson,23,15,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-08-23,LIVE FREE OR DIE,Sean Hannity,1,1,Threshold Editions,1982149973,9781982149970,The Fox News host offers his assessment on what is at stake in the 2020 election.
Combined Print and E-Book Nonfiction,2020-08-23,CASTE,Isabel Wilkerson,1,2,Random House,0593230256,9780593230251,The Pulitzer Prize-winning journalist examines aspects of caste systems across civilizations and reveals a rigid hierarchy in America today.
Combined Print and E-Book Nonfiction,2020-08-23,TOO MUCH AND NEVER ENOUGH,Mary L Trump,4,3,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-08-23,WHITE FRAGILITY,Robin DiAngelo,20,4,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-08-23,HOW TO BE AN ANTIRACIST,Ibram X Kendi,15,5,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-08-23,MAKE CHANGE,Shaun King,1,6,Houghton Mifflin Harcourt,0358048001,9780358048008,A look at how social movements evolve and ways in which activists can sustain their efforts.
Combined Print and E-Book Nonfiction,2020-08-23,UNTAMED,Glennon Doyle,22,7,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-08-23,IT WAS ALL A LIE,Stuart Stevens,1,8,Knopf,0525658459,9780525658450,The former political campaign strategist evaluates the changes within the Republican Party in the last half-century.
Combined Print and E-Book Nonfiction,2020-08-23,TRUE CRIMES AND MISDEMEANORS,Jeffrey Toobin,1,9,Doubleday,0385536739,9780385536738,"The CNN chief legal analyst weaves a narrative of the Mueller investigation, President Trump’s impeachment and transgressions by key Trump figures."
Combined Print and E-Book Nonfiction,2020-08-23,THE NEW JIM CROW,Michelle Alexander,8,10,New Press,1620971933,9781620971932,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on Black men."
Combined Print and E-Book Nonfiction,2020-08-23,HOW TO DESTROY AMERICA IN THREE EASY STEPS,Ben Shapiro,3,11,Broadside,006300187X,9780063001879,"The conservative commentator describes what he perceives as threats to American history, ideals and culture."
Combined Print and E-Book Nonfiction,2020-08-23,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,12,12,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-08-23,EDUCATED,Tara Westover,122,13,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-08-23,THE SPLENDID AND THE VILE,Erik Larson,24,14,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-08-23,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,2,15,Vintage,0679763880,9780679763888,"An account of the Great Migration of 1915-70, in which nearly six million African-Americans abandoned the South."
Combined Print and E-Book Nonfiction,2020-08-30,LIVE FREE OR DIE,Sean Hannity,2,1,Threshold Editions,1982149973,9781982149970,The Fox News host offers his assessment on what is at stake in the 2020 election.
Combined Print and E-Book Nonfiction,2020-08-30,TOO MUCH AND NEVER ENOUGH,Mary L Trump,5,2,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-08-30,FINDING FREEDOM,Omid Scobie and Carolyn Durand,1,3,Dey St.,0063046105,9780063046108,The Duke and Duchess of Sussex’s journey from courtship to their decision to step away from their royal lives.
Combined Print and E-Book Nonfiction,2020-08-30,CASTE,Isabel Wilkerson,2,4,Random House,0593230256,9780593230251,The Pulitzer Prize-winning journalist examines aspects of caste systems across civilizations and reveals a rigid hierarchy in America today.
Combined Print and E-Book Nonfiction,2020-08-30,UNTAMED,Glennon Doyle,23,5,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-08-30,HOW TO BE AN ANTIRACIST,Ibram X Kendi,16,6,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-08-30,WHITE FRAGILITY,Robin DiAngelo,21,7,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-08-30,EVIL GENIUSES,Kurt Andersen,1,8,Random House,1984801341,9781984801340,"The author of “Fantasyland” looks at the economic, cultural and political forces to which he ascribes the undermining and dismantling of the American middle class."
Combined Print and E-Book Nonfiction,2020-08-30,THE TRUTHS WE HOLD,Kamala Harris,5,9,Penguin,0525560734,9780525560739,A memoir by the daughter of immigrants who is now a California senator and the 2020 Democratic candidate for vice president.
Combined Print and E-Book Nonfiction,2020-08-30,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,3,10,Vintage,0679763880,9780679763888,"An account of the Great Migration of 1915-70, in which nearly six million African-Americans abandoned the South."
Combined Print and E-Book Nonfiction,2020-08-30,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,13,11,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-08-30,THE SPLENDID AND THE VILE,Erik Larson,25,12,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-08-30,EDUCATED,Tara Westover,123,13,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-08-30,IT WAS ALL A LIE,Stuart Stevens,2,14,Knopf,0525658459,9780525658450,The former political campaign strategist evaluates the changes within the Republican Party in the last half-century.
Combined Print and E-Book Nonfiction,2020-08-30,BORN A CRIME,Trevor Noah,70,15,Spiegel & Grau,0399588191,9780399588198,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-09-06,UNTAMED,Glennon Doyle,24,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-09-06,LIVE FREE OR DIE,Sean Hannity,3,2,Threshold Editions,1982149973,9781982149970,The Fox News host offers his assessment on what is at stake in the 2020 election.
Combined Print and E-Book Nonfiction,2020-09-06,CASTE,Isabel Wilkerson,3,3,Random House,0593230256,9780593230251,The Pulitzer Prize-winning journalist examines aspects of caste systems across civilizations and reveals a rigid hierarchy in America today.
Combined Print and E-Book Nonfiction,2020-09-06,JUST MERCY,Bryan Stevenson,39,4,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-09-06,TOO MUCH AND NEVER ENOUGH,Mary L Trump,6,5,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-09-06,HOW TO BE AN ANTIRACIST,Ibram X Kendi,17,6,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-09-06,WHITE FRAGILITY,Robin DiAngelo,22,7,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-09-06,LIVE IN LOVE,Lauren Akins with Mark Dagostino,1,8,Ballantine,0593129040,9780593129043,The wife of the country music singer Thomas Rhett describes her mission work and life in the spotlight.
Combined Print and E-Book Nonfiction,2020-09-06,BECOMING,Michelle Obama,85,9,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-09-06,THE ANSWER IS ...,Alex Trebek,3,10,Simon & Schuster,1982157992,9781982157999,Who is the Canadian-American game show host whose pronunciation of the word “genre” has been shared widely on social media?
Combined Print and E-Book Nonfiction,2020-09-06,FINDING FREEDOM,Omid Scobie and Carolyn Durand,2,11,Dey St.,0063046105,9780063046108,The Duke and Duchess of Sussex’s journey from courtship to their decision to step away from their royal lives.
Combined Print and E-Book Nonfiction,2020-09-06,EDUCATED,Tara Westover,124,12,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-09-06,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,13,Vintage,0679763880,9780679763888,"An account of the Great Migration of 1915-70, in which nearly six million African-Americans abandoned the South."
Combined Print and E-Book Nonfiction,2020-09-06,IT WAS ALL A LIE,Stuart Stevens,3,14,Knopf,0525658459,9780525658450,The former political campaign strategist evaluates the changes within the Republican Party in the last half-century.
Combined Print and E-Book Nonfiction,2020-09-06,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,14,15,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-09-13,HIS TRUTH IS MARCHING ON,Jon Meacham,1,1,Random House,1984855026,9781984855022,"The Pulitzer Prize-winning biographer creates a portrait of Representative John Lewis, the late civil rights leader and congressman for Georgia’s Fifth Congressional District."
Combined Print and E-Book Nonfiction,2020-09-13,HOAX,Brian Stelter,1,2,One Signal/Atria,1982142448,9781982142445,The CNN anchor and chief media correspondent examines the inner workings of Fox News and its relationship with President Trump.
Combined Print and E-Book Nonfiction,2020-09-13,CASTE,Isabel Wilkerson,4,3,Random House,0593230256,9780593230251,The Pulitzer Prize-winning journalist examines aspects of caste systems across civilizations and reveals a rigid hierarchy in America today.
Combined Print and E-Book Nonfiction,2020-09-13,UNTAMED,Glennon Doyle,25,4,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-09-13,LIVE FREE OR DIE,Sean Hannity,4,5,Threshold Editions,1982149973,9781982149970,The Fox News host offers his assessment on what is at stake in the 2020 election.
Combined Print and E-Book Nonfiction,2020-09-13,TOO MUCH AND NEVER ENOUGH,Mary L Trump,7,6,Simon & Schuster,1982141468,9781982141462,The clinical psychologist gives her assessment of events and patterns inside her family and how they shaped President Trump.
Combined Print and E-Book Nonfiction,2020-09-13,WHITE FRAGILITY,Robin DiAngelo,23,7,Beacon Press,0807047414,9780807047415,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
Combined Print and E-Book Nonfiction,2020-09-13,HOW TO BE AN ANTIRACIST,Ibram X Kendi,18,8,One World,0525509283,9780525509288,A primer for creating a more just and equitable society through identifying and opposing racism.
Combined Print and E-Book Nonfiction,2020-09-13,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,70,9,Spiegel & Grau,0812993543,9780812993547,"Winner of the 2015 National Book Award for nonfiction. A meditation on race in America as well as a personal story, framed as a letter to the author's teenage son."
Combined Print and E-Book Nonfiction,2020-09-13,EDUCATED,Tara Westover,125,10,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-09-13,BORN A CRIME,Trevor Noah,71,11,Spiegel & Grau,0399588191,9780399588198,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-09-13,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,5,12,Vintage,0679763880,9780679763888,"An account of the Great Migration of 1915-70, in which nearly six million African-Americans abandoned the South."
Combined Print and E-Book Nonfiction,2020-09-13,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,15,13,Seal,1580058825,9781580058827,A look at the contemporary racial landscape of the United States.
Combined Print and E-Book Nonfiction,2020-09-13,VESPER FLIGHTS,Helen Macdonald,1,14,Grove,0802128815,9780802128812,"A collection of observational essays by the nature writer on themes of captivity, immigration and freedom."
