book_id,Primary_ISBN_10,Primary_ISBN_13,Author,original_publication_year,original_title,Title,Average_Rating,Rating Count,Whole_Rating
11557,671741039,9780671741040,Robert McCammon,1987,Swan Song,Swan Song,4.28,38018,4
22522805,030727103X,9780307271040,Kazuo Ishiguro,2015,The Buried Giant,The Buried Giant,3.42,31271,3
68494,345459407,9780345459400,China MiÃ©ville,2000,Perdido Street Station,"Perdido Street Station (Bas-Lag, #1)",3.96,41058,4
4070493,1599903385,9781599903380,Carrie Jones,2008,Need,"Need (Need, #1)",3.71,54819,4
2442,61020613,9780061020610,Terry Pratchett,1991,Witches Abroad,"Witches Abroad (Discworld, #12; Witches #3)",4.2,47875,4
721012,014043769X,9780140437690,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819,"The Sketch Book of Geoffrey Crayon, Gent",The Legend of Sleepy Hollow and Other Stories,3.93,42952,4
117,441328008,9780441328000,Frank Herbert,1984,Heretics of Dune,Heretics of Dune (Dune Chronicles #5),3.83,40415,4
346087,441015271,9780441015280,Jim Butcher,2007,Captain's Fury,"Captain's Fury (Codex Alera, #4)",4.38,42769,4
9912994,385671105,9780385671100,Chuck Palahniuk,2011,Damned,"Damned (Damned, #1)",3.38,33787,3
8584686,307263991,9780307264000,Karen Russell,2011,Swamplandia!,Swamplandia!,3.21,38955,3
49353,075280944X,9780752809440,Michael Connelly,1995,The Last Coyote,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",4.21,37717,4
2715,142001619,9780142001620,Mark Kurlansky,2002,Salt: A World History,Salt: A World History,3.73,39402,4
31173,037575850X,9780375758510,"Charlotte BrontÃ«, A.S. Byatt, ÎœÎ±ÏÎ¯Î± Î›Î±ÏŠÎ½Î¬, Ignes Sodre",1853,Villette,Villette,3.75,41793,4
10552338,61977969,9780061977960,Neal Stephenson,2011,Reamde,Reamde,3.96,34839,4
34502,057506689X,9780575066890,Terry Pratchett,1994,Soul Music,"Soul Music (Discworld, #16; Death, #3)",4.02,43626,4
6117055,059306173X,9780593061730,Richard Dawkins,2009,The Greatest Show on Earth: The Evidence for Evolution,The Greatest Show on Earth: The Evidence for Evolution,4.16,34088,4
392297,1593072937,9781593072930,Frank Miller,1992,Sin City Volume 1: The Hard Goodbye,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",4.16,40866,4
356896,055327757X,9780553277580,Og Mandino,1968,The Greatest Salesman in the World,The Greatest Salesman in the World,4.19,35971,4
3758,014200202X,9780142002020,Ian Fleming,1953,Casino Royale,"Casino Royale (James Bond, #1)",3.73,39150,4
83144,6513220,9780006513220,Paullina Simons,2001,The Bronze Horseman,"The Bronze Horseman (The Bronze Horseman, #1)",4.34,37369,4
11346,452283868,9780452283860,Toni Morrison,1973,Sula,Sula,3.86,37196,4
7148256,1416563725,9781416563720,Philippa Gregory,2010,The Red Queen,"The Red Queen (The Plantagenet and Tudor Novels, #3)",3.74,42128,4
6642402,425233383,9780425233380,Julie James,2010,Something About You,"Something About You (FBI/US Attorney, #1)",3.94,47720,4
105552,7169914,9780007169920,Dr. Seuss,1970,Mr. Brown Can Moo! Can You?,Mr. Brown Can Moo! Can You?,4.11,41437,4
10607,034547063X,9780345470640,"Stephen King, Peter Straub",2001,Black House ,"Black House (The Talisman, #2)",3.99,40734,4
15719,785123113,9780785123120,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003,Marvel 1602,Marvel 1602,3.93,43541,4
26722,743270371,9780743270370,Vince Flynn,2006,Act of Treason,"Act of Treason (Mitch Rapp, #9)",4.28,34242,4
133664,441013406,9780441013400,Jim Butcher,2005,Academ's Fury,"Academ's Fury (Codex Alera, #2)",4.27,43941,4
13162,446676438,9780446676430,James Patterson,1998,When the Wind Blows,"When the Wind Blows (When the Wind Blows, #1)",3.92,39948,4
6443834,4103534222,9784103534230,"Haruki Murakami, æ‘ä¸Š æ˜¥æ¨¹",2009,1Q84 Book 1 [Ichi-kyÅ«-hachi-yon],"1Q84 BOOK 1 (1Q84, #1)",3.96,32323,4
4004,722534876,9780722534880,"Paulo Coelho, Alan R. Clarke",1987,O DiÃ¡rio de um Mago,The Pilgrimage,3.64,28283,4
383028,385336691,9780385336700,Lee Child,2006,The Hard Way,"The Hard Way (Jack Reacher, #10)",4.14,36240,4
231821,440226708,9780440226700,Sheila Burnford,1960,The Incredible Journey,The Incredible Journey,4.16,42094,4
13529,143036661,9780143036660,Geraldine Brooks,2004,March,March,3.73,43737,4
13359067,307749606,9780307749600,"Lee Child, Dick Hill",2012,A Wanted Man,"A Wanted Man (Jack Reacher, #17)",4.0,33264,4
22369,1401209149,9781401209150,"Grant Morrison, Frank Quitely",2007,All-Star Superman (Volume 1),"All-Star Superman, Vol. 1",4.06,35061,4
12177850,1780484259,9781780484260,George R.R. Martin,2000,A Song of Ice and Fire,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",4.63,20567,5
16158558,425259854,9780425259860,Nora Roberts,2013,Dark Witch,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",3.91,33481,4
7198988,312590970,9780312590970,Alyson Noel,2010,Dark Flame,"Dark Flame (The Immortals, #4)",3.73,51250,4
25734248,1101990260,9781101990260,Fiona Barton,2016,The Widow,The Widow,3.49,36504,3
6255144,545060451,9780545060460,Patrick Carman,2009,The Black Circle,"The Black Circle (The 39 Clues, #5)",4.0,42084,4
16069030,374384681,9780374384680,Marie Rutkoski,2014,The Winner's Curse,"The Winner's Curse (The Winner's Trilogy, #1)",4.03,56635,4
71332,679766758,9780679766760,Sapphire,1996,Push,Push,3.82,36207,4
17465515,1609451341,9781609451350,"Elena Ferrante, Ann Goldstein",2012,Storia del nuovo cognome,The Story of a New Name (The Neapolitan Novels #2),4.37,33395,4
70539,345413970,9780345413970,Arthur C. Clarke,1982,2010: Odyssey Two,"2010: Odyssey Two (Space Odyssey, #2)",3.89,36907,4
6406018,759530017,9780759530010,Atsushi Ohkubo,2004,ã‚½ã‚¦ãƒ«ã‚¤ãƒ¼ã‚¿ãƒ¼ 1,"Soul Eater, Vol. 01 (Soul Eater, #1)",4.3,34289,4
15803059,1451645821,9781451645830,William Kent Krueger,2013,Ordinary Grace,Ordinary Grace,4.14,34720,4
14839,446611778,9780446611770,David Baldacci,2001,Last Man Standing,Last Man Standing,4.03,36265,4
118944,1596431520,9781596431520,Gene Luen Yang,2006,American Born Chinese,American Born Chinese,3.88,47824,4
1335184,307001040,9780307001050,"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960,Peter Pan (Little Golden Book),Peter Pan (A Little Golden Book),4.32,38907,4
15990969,991686004,9780991686000,K.A. Tucker,2012,Ten Tiny Breaths,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",4.16,54718,4
7141642,1400065453,9781400065460,David Mitchell,2010,The Thousand Autumns of Jacob de Zoet,The Thousand Autumns of Jacob de Zoet,4.03,36021,4
18525,486282082,9780486282080,Christopher Marlowe,1604,The Tragical History of the Life and Death of Doctor Faustus,Dr. Faustus,3.79,39518,4
84145,312984839,9780312984830,Sherrilyn Kenyon,2003,Dance with the Devil,Dance with the Devil (Dark-Hunter #3),4.39,51282,4
6614,786887079,9780786887070,Candace Bushnell,2005,Lipstick Jungle,Lipstick Jungle,3.39,35792,3
79379,446611212,9780446611210,James Patterson,2001,Violets Are Blue,"Violets Are Blue (Alex Cross, #7)",3.94,41555,4
180116,671791540,9780671791540,"Anthony Robbins, Tony Robbins, Frederick L. Covan",1992,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!","Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",4.1,33586,4
30246,515134457,9780515134450,Laurell K. Hamilton,1998,"Blue Moon (Anita Blake, Vampire Hunter, #8)","Blue Moon (Anita Blake, Vampire Hunter, #8)",4.04,52170,4
30242,515134473,9780515134480,Laurell K. Hamilton,1998,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)","Burnt Offerings (Anita Blake, Vampire Hunter, #7)",4.07,53980,4
19286669,1250010713,9781250010710,Diane Chamberlain,2014,The Silent Sister,"The Silent Sister (Riley MacPherson, #1)",3.93,31741,4
9597,385333781,9780385333790,Kurt Vonnegut Jr.,1952,Player Piano,Player Piano,3.85,34362,4
60931,807083690,9780807083700,Octavia E. Butler,1979,Kindred,Kindred,4.18,43332,4
525488,310247454,9780310247460,"Henry Cloud, John Townsend",1992,Boundaries,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",4.19,19619,4
17378508,545424968,9780545424970,Maggie Stiefvater,2014,"Blue Lily, Lily Blue","Blue Lily, Lily Blue (The Raven Cycle, #3)",4.32,56637,4
815716,785274316,9780785274320,"John C. Maxwell, Zig Ziglar",1998,The 21 Irrefutable Laws of Leadership,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,4.12,30255,4
51019,385491026,9780385491020,Margaret Atwood,1988,Cat's Eye,Cat's Eye,3.92,42317,4
7540092,1406310271,9781406310280,Patrick Ness,2010,Monsters of Men,"Monsters of Men (Chaos Walking, #3)",4.25,43024,4
8647,1841492051,9781841492060,Orson Scott Card,2005,Shadow of the Giant,"Shadow of the Giant (Ender's Shadow, #4)",3.98,37479,4
10128428,545027896,9780545027890,Brian Selznick,2011,Wonderstruck,Wonderstruck,4.16,42530,4
748862,446519138,9780446519140,Sarah Ban Breathnach,1995,Simple Abundance:  A Daybook of Comfort and Joy,Simple Abundance:  A Daybook of Comfort and Joy,3.96,32751,4
9917938,1442429984,9781442429990,Moira Young,2011,Blood Red Road ,"Blood Red Road (Dust Lands, #1)",3.94,47690,4
13131,316014796,9780316014790,"James Patterson, Maxine Paetro",2007,The 6th Target,"The 6th Target (Women's Murder Club, #6)",4.02,41500,4
40395,143104888,9780143104890,"Edgar Rice Burroughs, John Seelye",1912,A Princess of Mars,"A Princess of Mars (Barsoom, #1)",3.8,34536,4
17262203,385528787,9780385528790,Margaret Atwood,2013,MaddAddam,"MaddAddam (MaddAddam, #3)",3.98,33861,4
77770,60264802,9780060264800,"Laura Ingalls Wilder, Garth Williams",1943,These Happy Golden Years,"These Happy Golden Years (Little House, #8)",4.17,51432,4
19596,812971426,9780812971420,Victoria Finlay,2003,Color: A Natural History of the Palette,Color: A Natural History of the Palette,3.74,42256,4
5357,99481685,9780099481680,John Grisham,2001,Skipping Christmas,Skipping Christmas,3.47,39486,3
12022079,312577206,9780312577210,Kristin Hannah,2012,Home Front,Home Front,4.12,36972,4
16117506,1476731535,9781476731540,Christina Lauren,2013,Beautiful Stranger,"Beautiful Stranger (Beautiful Bastard, #2)",4.24,55764,4
127459,385730306,9780385730300,Libba Bray,2007,The Sweet Far Thing,"The Sweet Far Thing (Gemma Doyle, #3)",3.97,54602,4
5197,375702709,9780375702710,Ernest J. Gaines,1993,A Lesson Before Dying,A Lesson Before Dying,3.93,40651,4
178357,349119759,9780349119760,David Sedaris,1998,SantaLand Diaries,SantaLand Diaries,4.33,38297,4
24820165,1455520616,9781455520620,Nicholas Sparks,2015,See Me,See Me,3.93,31774,4
7415016,385342047,9780385342050,Sophie Kinsella,2010,Mini Shopaholic,"Mini Shopaholic (Shopaholic, #6)",3.7,40137,4
393199,015626224X,9780156262250,George Orwell,1933,Down and Out in Paris and London,Down and Out in Paris and London,4.1,34739,4
6081685,1427814031,9781427814040,Hiro Fujiwara,2006,ä¼šé•·ã¯ãƒ¡ã‚¤ãƒ‰æ§˜! 1,"Maid-sama! Vol. 01 (Maid-sama!, #1)",4.4,36028,4
381102,1551924013,9781551924010,Nick Bantock,1991,Griffin & Sabine: An Extraordinary Correspondence,Griffin and Sabine (Griffin & Sabine #1),4.01,36496,4
14061957,080509461X,9780805094620,Leigh Bardugo,2014,Ruin and Rising,"Ruin and Rising (Shadow and Bone, #3)",4.17,56836,4
421549,743294254,9780743294260,Jennifer Weiner,2000,Certain Girls,Certain Girls (Cannie Shapiro #2),3.7,39334,4
743599,440244161,9780440244160,Karen Marie Moning,1999,Beyond the Highland Mist,"Beyond the Highland Mist (Highlander, #1)",3.99,51854,4
15654,451203267,9780451203270,Ann Rule,1980,The Stranger Beside Me,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,4.13,35824,4
3054684,61284408,9780061284400,Claudia Gray,2009,Stargazer,"Stargazer (Evernight, #2)",3.8,49050,4
7668,606298231,9780606298230,Michael Crichton,1992,Rising Sun,Rising Sun,3.61,38179,4
136167,440060672,9780440060670,Sidney Sheldon,1973,The Other Side of Midnight,The Other Side of Midnight (Midnight #1),3.89,34570,4
7936809,316069485,9780316069490,Michael Connelly,2010,The Reversal,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",4.13,34973,4
10065,380731509,9780380731500,"Louis Sachar, Joel Schick",1989,Wayside School is Falling Down,Wayside School Is Falling Down (Wayside School #2),4.17,45631,4
7274337,307713547,9780307713540,"Julie Orringer, Arthur Morey",2010,The Invisible Bridge,The Invisible Bridge,4.19,35122,4
15861491,61974618,9780061974620,Pittacus Lore,2013,The Fall of Five,"The Fall of Five (Lorien Legacies, #4)",4.24,41533,4
56759,141439785,9780141439780,"Thomas Hardy, Keith Wilson",1886,The Mayor of Casterbridge,The Mayor of Casterbridge,3.8,40063,4
498389,99478536,9780099478540,Jo NesbÃ¸,2003,Marekors ,"The Devil's Star (Harry Hole, #5)",4.03,32907,4
5159,425169693,9780425169700,Alice Hoffman,1997,Here on Earth ,Here on Earth,3.68,38954,4
9268487,345503821,9780345503820,Peter V. Brett,2013,The Daylight War,"The Daylight War (Demon Cycle, #3)",4.23,34419,4
1248179,385515049,9780385515050,John Grisham,2008,The Appeal,The Appeal,3.58,39100,4
13830,689878583,9780689878590,Tamora Pierce,1986,The Woman Who Rides Like a Man,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",4.2,53413,4
8680417,034552425X,9780345524260,Ben Aaronovitch,2011,Rivers of London,"Midnight Riot (Peter Grant, #1)",3.92,21519,4
9303,60090375,9780060090370,Marian Keyes,1996,Lucy Sullivan is Getting Married,Lucy Sullivan Is Getting Married,3.74,38473,4
34501,055255264X,9780552552650,Terry Pratchett,2004,A Hat Full of Sky,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",4.29,43460,4
50365,60786523,9780060786530,Vikram Seth,1993,A Suitable Boy,"A Suitable Boy (A Suitable Boy, #1)",4.1,33973,4
8087906,1841497975,9781841497980,Patricia Briggs,2011,River Marked,"River Marked (Mercy Thompson, #6)",4.26,52220,4
4135,446578843,9780446578840,Amy Sedaris,2006,I Like You: Hospitality Under the Influence,I Like You: Hospitality Under the Influence,3.87,34212,4
22320,425198685,9780425198680,William Gibson,2003,Pattern Recognition,"Pattern Recognition (Blue Ant, #1)",3.86,34917,4
21936809,62267523,9780062267530,Peter  Swanson,2015,The Kind Worth Killing,The Kind Worth Killing,4.03,35225,4
355916,60577371,9780060577380,"Angie Sage, Mark Zug",2007,Physik,"Physik (Septimus Heap, #3)",3.99,42838,4
6667,141311401,9780141311400,"Roald Dahl, Quentin Blake",1984,Boy: Tales of Childhood,Boy: Tales of Childhood,4.09,38240,4
10890,385496095,9780385496090,Anne Lamott,1999,Traveling Mercies: Some Thoughts on Faith,Traveling Mercies: Some Thoughts on Faith,4.15,36466,4
184657,1416548009,9781416548000,Vince Flynn,2004,Memorial Day,"Memorial Day (Mitch Rapp, #7)",4.3,31864,4
13836,1416903437,9781416903440,Tamora Pierce,1992,"Wild Magic (Immortals, #1)","Wild Magic (Immortals, #1)",4.32,52165,4
56728,1859855423,9781859855420,Max Lucado,1997,You Are Special: A Story for Everyone,"You Are Special (Wemmicksville, #1)",4.45,41052,4
18798983,399171614,9780399171610,Renee Ahdieh,2015,The Wrath & the Dawn,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",4.19,58175,4
6260997,307267148,9780307267150,"Nicholas D. Kristof, Sheryl WuDunn",2008,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,4.31,37270,4
10798418,316127256,9780316127260,"Daniel Handler, Maira Kalman",2011,Why We Broke Up,Why We Broke Up,3.49,41202,3
18243700,1408852594,9781408852590,Sarah J. Maas,2014,The Assassin's Blade,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",4.48,53227,4
2807199,1400064759,9781400064760,Curtis Sittenfeld,2008,American Wife,American Wife,3.72,38537,4
29394,441014348,9780441014350,Jim Butcher,2006,Cursor's Fury,"Cursor's Fury (Codex Alera, #3)",4.36,41344,4
334176,449912558,9780449912550,Mary Doria Russell,1996,The Sparrow,"The Sparrow (The Sparrow, #1)",4.17,40781,4
10910,743422449,9780743422440,Jodi Picoult,1996,Mercy,Mercy,3.57,37252,4
20727654,1477823832,9781477823840,Charlie N. Holmberg,2014,The Paper Magician,"The Paper Magician (The Paper Magician Trilogy, #1)",3.63,25934,4
89724,143039970,9780143039980,"Shirley Jackson, Jonathan Lethem",1962,We Have Always Lived in the Castle,We Have Always Lived in the Castle,4.05,43602,4
2761626,316166294,9780316166290,Michael Connelly,2008,The Brass Verdict,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",4.08,36497,4
216442,553560719,9780553560720,Timothy Zahn,1992,Star Wars: Dark Force Rising,Dark Force Rising,4.14,37197,4
17262159,385344341,9780385344340,Lee Child,2013,Never Go Back ,"Never Go Back (Jack Reacher, #18)",4.02,27578,4
183656,60575808,9780060575810,Gail Carson Levine,2001,The Two Princesses of Bamarre,The Two Princesses of Bamarre,4.02,55218,4
228630,60929782,9780060929790,"Richard Wright, Jerry W. Ward Jr.",1945,Black Boy: A Record of Youth and Childhood,Black Boy,4.02,36840,4
5167,446678457,9780446678450,Lalita Tademy,2001,Cane River,Cane River,4.04,38013,4
29582,553587579,9780553587580,Isaac Asimov,1986,Foundation and Earth,Foundation and Earth (Foundation #5),4.02,39003,4
99111,525444475,9780525444470,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh & The House at Pooh Corner,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",4.43,32504,4
112803,807059099,9780807059100,Mahatma Gandhi,1940,An Autobiography or The Story of My Experiments with Truth,The Story of My Experiments With Truth,4.07,28177,4
2265,425179613,9780425179610,"Lance Armstrong, Sally Jenkins",1999,It's Not About the Bike: My Journey Back to Life,It's Not About the Bike: My Journey Back to Life,3.72,31963,4
45546,074347788X,9780743477890,Stephen E. Ambrose,1996,Undaunted Courage,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,4.22,32875,4
18803640,224097008,9780224097000,Helen Macdonald,2015,H is for Hawk,H is for Hawk,3.74,30841,4
21423525,034089699X,9780340896990,David Nicholls,2014,Us,Us,3.66,28856,4
66695,1560760478,9781560760470,R.A. Salvatore,1990,Sojourn (Dark Elf #3),"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",4.23,38242,4
6218007,1421527553,9781421527550,"Karuho Shiina, Tomo Kimura",2006,å›ã«å±Šã‘ 1,"Kimi ni Todoke: From Me to You, Vol. 1",4.23,37369,4
182425,553580221,9780553580230,Dean Koontz,1999,False Memory,False Memory,3.87,36882,4
34510,552152943,9780552152940,Terry Pratchett,1990,Moving Pictures,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",3.91,42892,4
2082136,393064646,9780393064640,Mary Roach,2008,Bonk: The Curious Coupling of Science and Sex,Bonk: The Curious Coupling of Science and Sex,3.83,38157,4
544257,451222385,9780451222380,Rachel Caine,2007,Midnight Alley,"Midnight Alley (The Morganville Vampires, #3)",4.11,49083,4
23278537,553418777,9780553418770,"Nina George, Simon Pare",2013,Das Lavendelzimmer ,The Little Paris Bookshop,3.51,34383,4
13562049,224097377,9780224097380,Ian McEwan,2012,Sweet Tooth,Sweet Tooth,3.4,32637,3
19675,6479758,9780006479760,Tom Clancy,1996,Executive Orders,"Executive Orders (Jack Ryan Universe, #9)",4.04,35513,4
8592946,310321913,9780310321910,Ann Voskamp,2011,One Thousand Gifts,One Thousand Gifts: A Dare to Live Fully Right Where You Are,4.03,33960,4
156427,747545251,9780747545260,Robert Bloch,1959,Psycho,Psycho,4.09,36153,4
45100,000649885X,9780006498860,Robin Hobb,1998,Ship of Magic,"Ship of Magic (Liveship Traders, #1)",4.12,37381,4
41977,99498596,9780099498600,Maeve Binchy,1990,Circle of Friends,Circle of Friends,4.0,43936,4
23513349,1502784270,9781502784280,Rupi Kaur,2014,milk and honey,Milk and Honey,4.27,73104,4
5720,425170349,9780425170340,Tom Clancy,1998,Rainbow Six,"Rainbow Six (Jack Ryan Universe, #10)",4.07,35278,4
16788,60515228,9780060515220,Neil Gaiman,2006,Fragile Things: Short Fictions and Wonders,Fragile Things: Short Fictions and Wonders,4.02,38942,4
8196732,749942010,9780749942010,Rosamund Lupton,2010,Sister,Sister,3.77,35893,4
20518872,765377063,9780765377070,"Liu Cixin, Ken Liu",2007,ä¸‰ä½“,"The Three-Body Problem (Remembrance of Earthâ€™s Past, #1)",4.0,33409,4
48002,61031321,9780061031330,Terry Pratchett,2001,Thief of Time,"Thief of Time (Discworld, #26; Death, #5)",4.25,42002,4
154798,1401201911,9781401201910,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003,Superman: Red Son,Superman: Red Son,4.17,35438,4
227593,385721420,9780385721420,Julia Glass,2002,Three Junes,Three Junes,3.56,35677,4
1858013,525950494,9780525950490,Timothy J. Keller,2007,The Reason for God: Belief in an Age of Skepticism,The Reason for God: Belief in an Age of Skepticism,4.2,31692,4
12891107,1937007472,9781937007480,Mark  Lawrence,2012,King of Thorns,"King of Thorns (The Broken Empire, #2)",4.2,33941,4
12160906,1250000971,9781250000970,Jeffrey Archer,2012,The Sins of the Father,"The Sins of the Father (The Clifton Chronicles, #2)",4.01,27456,4
187811,60725117,9780060725110,Meg Cabot,2000,Shadowland,"Shadowland (The Mediator, #1)",4.04,51580,4
3047849,61566128,9780061566130,Sara Shepard,2009,Killer ,"Killer (Pretty Little Liars, #6)",4.07,39702,4
6431790,316036196,9780316036190,James Patterson,2010,Fang,"Fang (Maximum Ride, #6)",4.07,48964,4
8546358,553807226,9780553807230,Sarah Addison Allen,2011,The Peach Keeper ,The Peach Keeper,3.84,45468,4
33453,60590297,9780060590290,Christopher Moore,2007,You Suck ,"You Suck (A Love Story, #2)",3.82,38818,4
77711,812515285,9780812515280,Vernor Vinge,1992,A Fire Upon The Deep,"A Fire Upon the Deep (Zones of Thought, #1)",4.13,37986,4
19469,038532328X,9780385323280,Caroline B. Cooney,1990,The Face on the Milk Carton,"The Face on the Milk Carton (Janie Johnson, #1)",3.72,43334,4
413158,067984483X,9780679844840,Robert Lopshire,1960,Put Me in the Zoo,Put Me in the Zoo,4.13,38809,4
6448470,61935085,9780061935080,Sophie Jordan,2010,"Firelight (Firelight, #1)","Firelight (Firelight, #1)",3.88,51815,4
9809,156453800,9780156453810,"Italo Calvino, William Weaver",1972,Le cittÃ  invisibili,Invisible Cities,4.19,32253,4
17905709,1741666708,9781741666700,Richard Flanagan,2013,The Narrow Road to the Deep North,The Narrow Road to the Deep North,4.0,25197,4
26582,452281423,9780452281420,"A.N. Roquelaure, Anne Rice",1983,The Claiming of Sleeping Beauty,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",3.28,38387,3
6114607,143116231,9780143116230,Jennifer Worth,2002, Call the midwife : a true story of the East End in the 1950s,"The Midwife: A Memoir of Birth, Joy, and Hard Times",4.17,19176,4
10882,222109073X,9782221090730,Hunter S. Thompson,1966,Hell's Angels,Hell's Angels: A Strange and Terrible Saga,4.0,27819,4
9758764,1451617720,9781451617730,Jennifer Weiner,2010,Then Came You,Then Came You,3.69,36469,4
395922,61020001,9780061020000,L.J. Smith,1991,The Awakening,"The Awakening (The Vampire Diaries, #1)",3.41,44222,3
73070,380776839,9780380776830,Susan Elizabeth Phillips,1994,It Had to Be You,"It Had to Be You (Chicago Stars, #1)",4.04,45961,4
13707738,393343448,9780393343440,Michael   Lewis,2011,Boomerang: Travels in the New Third World,Boomerang: Travels in the New Third World,3.87,15616,4
7227174,743294270,9780743294270,Jennifer Weiner,2010,Fly Away Home,Fly Away Home,3.66,37026,4
14662,140447644,9780140447640,"Stendhal, Roger Gard",1830,Le Rouge et le Noir,The Red and the Black,3.87,33346,4
16183,743269268,9780743269260,Philippa Gregory,2004,The Virgin's Lover,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",3.69,40065,4
332775,340893605,9780340893610,Catherine Fisher,2007,Incarceron,"Incarceron (Incarceron, #1)",3.64,43524,4
10800916,312624689,9780312624680,C.C. Hunter,2011,Awake at Dawn,"Awake at Dawn (Shadow Falls, #2)",4.29,46269,4
9462795,62011995,9780062011990,Josephine Angelini,2011,Starcrossed,"Starcrossed (Starcrossed, #1)",4.08,49448,4
7739934,312590989,9780312590990,Alyson Noel,2010,Night Star,"Night Star (The Immortals, #5)",3.82,43998,4
67238,553282980,9780553282990,N.H. Kleinbaum,1988,Dead Poets Society ,Dead Poets Society,4.21,33645,4
63720,552154229,9780552154220,Terry Pratchett,1999,The Fifth Elephant,"The Fifth Elephant (Discworld, #24; City Watch, #5)",4.24,40138,4
1524173,1741661285,9781741661290,John Flanagan,2006,The Sorcerer in the North,"The Sorcerer in the North (Ranger's Apprentice, #5)",4.25,39795,4
639864,876120834,9780876120840,Paramahansa Yogananda,1946,Autobiography of a Yogi,Autobiography of a Yogi,4.22,26713,4
9595650,345522494,9780345522500,Kevin Hearne,2011,"Hexed (Iron Druid Chronicles, #2)","Hexed (The Iron Druid Chronicles, #2)",4.22,39926,4
1325218,590431978,9780590431970,"Alvin Schwartz, Stephen Gammell",1981,Scary Stories to Tell in the Dark,"Scary Stories to Tell in the Dark (Scary Stories, #1)",4.05,38879,4
26109394,525955097,9780525955090,Harlan Coben,2016,Fool Me Once,Fool Me Once,3.9,30788,4
27323,679721037,9780679721030,John Hersey,1946,Hiroshima,Hiroshima,3.94,41338,4
6316171,316041440,9780316041450,Jennifer Brown,2009,Hate List,Hate List,4.03,39677,4
3873,517223120,9780517223120,Karen Armstrong,1975,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam","A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",3.85,32506,4
16131032,316129070,9780316129080,James S.A. Corey,2013,Abaddon's Gate,"Abaddon's Gate (The Expanse, #3)",4.18,27860,4
5932,143039962,9780143039970,"Pablo Neruda, W.S. Merwin, Cristina GarcÃ­a",1924,Veinte poemas de amor y una canciÃ³n desesperada,Twenty Love Poems and a Song of Despair,4.33,31606,4
382549,425116840,9780425116840,Tom Clancy,1988,The Cardinal of the Kremlin,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",4.01,37672,4
1062516,590930028,9780590930020,David Shannon,1998,"No, David!","No, David!",4.11,36963,4
18414,140449108,9780140449100,"Thomas More, Paul Turner",1516,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",Utopia,3.5,36680,4
1099301,316113662,9780316113660,"Pseudonymous Bosch, Gilbert Ford",2007,The Name of This Book Is Secret,"The Name of This Book Is Secret (Secret, #1)",4.04,39440,4
18053060,62280678,9780062280670,Danielle  Paige,2014,Dorothy Must Die,"Dorothy Must Die (Dorothy Must Die, #1)",3.84,44785,4
16429,553804790,9780553804800,Dean Koontz,2006,The Husband,The Husband,3.8,36233,4
7048800,385501129,9780385501120,Aimee Bender,2010,The Particular Sadness of Lemon Cake,The Particular Sadness of Lemon Cake,3.19,42885,3
6588,446610224,9780446610220,James Patterson,2003,The Big Bad Wolf  ,"The Big Bad Wolf  (Alex Cross, #9)",3.97,37060,4
